context_before,equation,context_after,eq_type,paper_number,paper_type,equation_len,equation_en,complete,rouge_scores,rouge_2,context_quality
in units of,$ \Lambda^7 / ( 4 \pi H_0 m_P^4 ) $,". This must be compared to the observed diffuse electromagnetic spectrum , which in the region of interest was measured by the COMPTEL experiment~",0,2308.12989,arxiv2023,35, Lambda to the power of 7 divided by open parenthesis 4 pi H subscript 0 m subscript P to the power of 4 close parenthesis ,1,"{'rouge1': Score(precision=0.36, recall=1.0, fmeasure=0.5294117647058824), 'rouge2': Score(precision=0.125, recall=0.375, fmeasure=0.1875), 'rougeL': Score(precision=0.36, recall=1.0, fmeasure=0.5294117647058824)}",0.1875,Bad
and,"$ x , t= O ( A ) $","or smaller , we have",0,2309.01554,arxiv2023,18, x comma t equals O open parenthesis A close parenthesis ,1,"{'rouge1': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715)}",0.0,Bad
-modes generated during,$ \chi_ { i-1 } \leq\chi\leq\chi_i $,as,0,2306.08875,arxiv2023,36, chi subscript open brace i minus 1 close brace less than or equal to chi less than or equal to chi subscript i ,1,"{'rouge1': Score(precision=0.2608695652173913, recall=0.75, fmeasure=0.3870967741935483), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2608695652173913, recall=0.75, fmeasure=0.3870967741935483)}",0.0,Bad
that,$ Mo ( G ) =1 $,for some simple connected graph,0,2312.13083,arxiv2023,15, Mo open parenthesis G close parenthesis equals 1 ,1,"{'rouge1': Score(precision=0.375, recall=1.0, fmeasure=0.5454545454545454), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.375, recall=1.0, fmeasure=0.5454545454545454)}",0.0,Bad
either a singularity of order,$ p ( m+1 ) -1 $,",",0,2309.05175,arxiv2023,16, p open parenthesis m plus 1 close parenthesis minus 1 ,1,"{'rouge1': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715)}",0.0,Bad
; the generation rate is then,$ \mathcal { R } \equiv |\beta|^2/T $,", where",0,2311.17313,arxiv2023,37, calligraphic font open brace R close brace equivalent to vertical bar beta vertical bar to the power of 2 divided by T ,1,"{'rouge1': Score(precision=0.18181818181818182, recall=0.6666666666666666, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.18181818181818182, recall=0.6666666666666666, fmeasure=0.28571428571428575)}",0.0,Bad
and for each node,$ u\in \alpha $,we add edges from,0,2307.04613,arxiv2023,15, u in alpha ,1,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",1.0,Good
displays the difference in radial phase,$ \chi_r^ { SCF+RR } -\chi_r^ { RR } $,", polar phase",0,2305.08919,arxiv2023,38, chi subscript r to the power of open brace SCF plus RR close brace minus chi subscript r to the power of open brace RR close brace ,1,"{'rouge1': Score(precision=0.25925925925925924, recall=1.0, fmeasure=0.4117647058823529), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25925925925925924, recall=1.0, fmeasure=0.4117647058823529)}",0.0,Bad
a,$ 's minimality ; and $,b =,0,2308.06789,arxiv2023,23, 's minimality semicolon and ,1,"{'rouge1': Score(precision=0.75, recall=1.0, fmeasure=0.8571428571428571), 'rouge2': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4), 'rougeL': Score(precision=0.75, recall=1.0, fmeasure=0.8571428571428571)}",0.4,Good
and,$ \Gamma_I $,is obtained by replacing this ``,0,2301.01062,arxiv2023,12, Gamma subscript I ,1,"{'rouge1': Score(precision=0.6666666666666666, recall=1.0, fmeasure=0.8), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.6666666666666666, recall=1.0, fmeasure=0.8)}",0.0,Bad
be a regular point and,"$ ( x_i , y_j ) \notin \partial \Omega $",and,0,2306.13001,arxiv2023,40, open parenthesis x subscript i comma y subscript j close parenthesis not in partial Omega ,1,"{'rouge1': Score(precision=0.4, recall=0.8571428571428571, fmeasure=0.5454545454545455), 'rouge2': Score(precision=0.07142857142857142, recall=0.16666666666666666, fmeasure=0.1), 'rougeL': Score(precision=0.4, recall=0.8571428571428571, fmeasure=0.5454545454545455)}",0.1,Bad
Note that topology naturally defined on,$ [ 0 ; \infty ] $,by open intervals in usual sense and intervals of the form,0,2306.08706,arxiv2023,18, open bracket 0 semicolon infty close bracket ,1,"{'rouge1': Score(precision=0.2857142857142857, recall=1.0, fmeasure=0.4444444444444445), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2857142857142857, recall=1.0, fmeasure=0.4444444444444445)}",0.0,Bad
it signals the amount by which,$ V_\psi^\dagger V_\psi \neq \mathbb { 1 } $,. The CFT gram matrix,0,2307.14416,arxiv2023,44, V subscript psi to the power of dagger V subscript psi not equal to blackboard bold font open brace 1 close brace ,1,"{'rouge1': Score(precision=0.2727272727272727, recall=0.75, fmeasure=0.39999999999999997), 'rouge2': Score(precision=0.047619047619047616, recall=0.14285714285714285, fmeasure=0.07142857142857142), 'rougeL': Score(precision=0.2727272727272727, recall=0.75, fmeasure=0.39999999999999997)}",0.07142857142857142,Bad
and thus,$ \alpha_1-\epsilon_1 > \alpha_0 $,. Hence first part is proved .,0,2303.10366,arxiv2023,34, alpha subscript 1 minus epsilon subscript 1 greater than alpha subscript 0 ,1,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}",0.0,Bad
and default mass ratio,$ m2/m1 $,constraints,0,2309.03121,arxiv2023,9, m2 divided by m1 ,1,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}",0.0,Bad
q,"$ , and is expressed as $",,0,2307.08609,arxiv2023,25, comma and is expressed as ,1,"{'rouge1': Score(precision=0.8, recall=1.0, fmeasure=0.888888888888889), 'rouge2': Score(precision=0.75, recall=1.0, fmeasure=0.8571428571428571), 'rougeL': Score(precision=0.8, recall=1.0, fmeasure=0.888888888888889)}",0.8571428571428571,Good
the inverse-QFT leads to a final quantum circuit of size,$ O ( n^2+2^m ) $,and depth,0,2307.08384,arxiv2023,17, O open parenthesis n to the power of 2 plus 2 to the power of m close parenthesis ,1,"{'rouge1': Score(precision=0.2777777777777778, recall=1.0, fmeasure=0.4347826086956522), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2777777777777778, recall=1.0, fmeasure=0.4347826086956522)}",0.0,Bad
From definition of,$ \mathcal { I } ^ { Bic } $,", it also follows that",0,2302.08726,arxiv2023,28, calligraphic font open brace I close brace to the power of open brace Bic close brace ,1,"{'rouge1': Score(precision=0.125, recall=0.6666666666666666, fmeasure=0.21052631578947367), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.6666666666666666, fmeasure=0.21052631578947367)}",0.0,Bad
,$ Var ( D_ { i1 } ) = ( 2\sigma_t^2 + \sigma_r^2 ) /8 $,and,0,2312.06415,arxiv2023,55, Var open parenthesis D subscript open brace i1 close brace close parenthesis equals open parenthesis 2 sigma subscript t to the power of 2 plus sigma subscript r to the power of 2 close parenthesis divided by 8 ,1,"{'rouge1': Score(precision=0.2894736842105263, recall=1.0, fmeasure=0.4489795918367347), 'rouge2': Score(precision=0.02702702702702703, recall=0.1, fmeasure=0.0425531914893617), 'rougeL': Score(precision=0.2894736842105263, recall=1.0, fmeasure=0.4489795918367347)}",0.0425531914893617,Bad
and,$ S_ { key } $,"is the predefined set of key species . As PFA is based on local thermo-chemical states , it is difficult to define a universal threshold that could control the error",0,2303.1004,arxiv2023,14, S subscript open brace key close brace ,1,"{'rouge1': Score(precision=0.2857142857142857, recall=1.0, fmeasure=0.4444444444444445), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2857142857142857, recall=1.0, fmeasure=0.4444444444444445)}",0.0,Bad
we determine each gravitational potential on the grid of each star obtaining,"$ \Psi_1 ( r_1 , \mu , \phi ) $",",",0,2305.14139,arxiv2023,31, Psi subscript 1 open parenthesis r subscript 1 comma mu comma phi close parenthesis ,1,"{'rouge1': Score(precision=0.42857142857142855, recall=1.0, fmeasure=0.6), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.42857142857142855, recall=1.0, fmeasure=0.6)}",0.0,Bad
em,$ \sigma : = 2\theta_m\eta^2 L_\kappa^2L_\theta\tau $,,0,2301.02055,arxiv2023,53, sigma colon equals 2 theta subscript m eta to the power of 2 L subscript kappa to the power of 2L subscript theta tau ,1,"{'rouge1': Score(precision=0.4583333333333333, recall=1.0, fmeasure=0.6285714285714286), 'rouge2': Score(precision=0.17391304347826086, recall=0.4, fmeasure=0.24242424242424243), 'rougeL': Score(precision=0.4583333333333333, recall=1.0, fmeasure=0.6285714285714286)}",0.24242424242424243,Good
is given by,$ \alpha_1=i_ * u_ { i^ * M } $,and,0,2312.09438,arxiv2023,31, alpha subscript 1 equals i subscript times u subscript open brace i to the power of times M close brace ,1,"{'rouge1': Score(precision=0.3, recall=1.0, fmeasure=0.4615384615384615), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3, recall=1.0, fmeasure=0.4615384615384615)}",0.0,Bad
em evaluate the function,"$ V^ { ( k ) } ( 0 , \cdot , s_0 , y_0 ) $",;,0,2311.12239,arxiv2023,42, V to the power of open brace open parenthesis k close parenthesis close brace open parenthesis 0 comma times comma s subscript 0 comma y subscript 0 close parenthesis ,1,"{'rouge1': Score(precision=0.2413793103448276, recall=0.875, fmeasure=0.3783783783783784), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2413793103448276, recall=0.875, fmeasure=0.3783783783783784)}",0.0,Bad
and,$ U_i \in \mathcal\ { L $,. By induction on,0,2307.01788,arxiv2023,25, U subscript i in calligraphic font open brace L ,1,"{'rouge1': Score(precision=0.4444444444444444, recall=0.8, fmeasure=0.5714285714285714), 'rouge2': Score(precision=0.125, recall=0.25, fmeasure=0.16666666666666666), 'rougeL': Score(precision=0.4444444444444444, recall=0.8, fmeasure=0.5714285714285714)}",0.16666666666666666,Bad
,"$ q^\mu= ( 0 , q,0,0 ) $","; the polarization in the cartesian basis are , % %",0,2309.0789,arxiv2023,24, q to the power of mu equals open parenthesis 0 comma q comma 0 comma 0 close parenthesis ,1,"{'rouge1': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5)}",0.0,Bad
for a new agreement,$ \mathbb { A } _m^ { ij } $,", the protocol is updated as follows :",0,2309.07431,arxiv2023,28, blackboard bold font open brace A close brace subscript m to the power of open brace ij close brace ,1,"{'rouge1': Score(precision=0.15789473684210525, recall=0.75, fmeasure=0.2608695652173913), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.15789473684210525, recall=0.75, fmeasure=0.2608695652173913)}",0.0,Bad
by choosing,$ t = 3/c_4 $,and,0,2305.05565,arxiv2023,13, t equals 3 divided by c subscript 4 ,1,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}",0.0,Bad
At each time,$ t < n $,the,0,2301.02912,arxiv2023,9, t less than n ,1,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}",0.0,Bad
and the bulk thermal exponent,$ y_t=1/\nu=1 $,", too . A deviation from the critical coupling transforms as",0,2303.01874,arxiv2023,15, y subscript t equals 1 divided by nu equals 1 ,1,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}",0.0,Bad
Then we have,$ fa \in A $,and,0,2306.06838,arxiv2023,12, fa in A ,1,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",1.0,Good
By double cone,$ \mathcal { K } _ { \sigma } $,we mean that if,0,2307.0703,arxiv2023,31, calligraphic font open brace K close brace subscript open brace sigma close brace ,1,"{'rouge1': Score(precision=0.15384615384615385, recall=0.6666666666666666, fmeasure=0.25), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.15384615384615385, recall=0.6666666666666666, fmeasure=0.25)}",0.0,Bad
if its boundary,$ \partial \mathfrak { P } $,"consists of a finite union of line segments , each of which is parallel to an axis of",0,2306.01178,arxiv2023,28, partial fraktur font open brace P close brace ,1,"{'rouge1': Score(precision=0.25, recall=0.6666666666666666, fmeasure=0.36363636363636365), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=0.6666666666666666, fmeasure=0.36363636363636365)}",0.0,Bad
and,$ z_J : = ( 1-|J| ) \xi_J $,", and observe that a trivial estimate of the Poisson kernel implies that",0,2306.1436,arxiv2023,27, z subscript J colon equals open parenthesis 1 minus vertical bar J vertical bar close parenthesis xi subscript J ,1,"{'rouge1': Score(precision=0.3157894736842105, recall=1.0, fmeasure=0.4799999999999999), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3157894736842105, recall=1.0, fmeasure=0.4799999999999999)}",0.0,Bad
and,$ V ( Z_2 ) \sim V ( Z_4 ) $,checks ; the measurements at the,0,2307.10353,arxiv2023,28, V open parenthesis Z subscript 2 close parenthesis similar to V open parenthesis Z subscript 4 close parenthesis ,1,"{'rouge1': Score(precision=0.3333333333333333, recall=0.8571428571428571, fmeasure=0.48), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.8571428571428571, fmeasure=0.48)}",0.0,Bad
bands is brighter than the current model when we scaled both of them into the same conditions of,$ m_V=22.3 $,,0,2301.03068,arxiv2023,12, m subscript V equals 22 point 3 ,1,"{'rouge1': Score(precision=0.5714285714285714, recall=1.0, fmeasure=0.7272727272727273), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5714285714285714, recall=1.0, fmeasure=0.7272727272727273)}",0.0,Bad
the GW spectrum from global strings is suppressed by,$ ( \eta/M_ { \rm pl } ) ^3 $,due to the shorter loop lifetime and enhanced by a,0,2304.04793,arxiv2023,29, open parenthesis eta divided by M subscript open brace roman pl close brace close parenthesis to the power of 3 ,1,"{'rouge1': Score(precision=0.2, recall=0.8, fmeasure=0.32000000000000006), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.8, fmeasure=0.32000000000000006)}",0.0,Bad
,"$ \intset=\ { 3,4\ } $",", and when",0,2306.11281,arxiv2023,22, intset equals open brace 3 comma 4 close brace ,1,"{'rouge1': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5)}",0.0,Bad
provided,$ D\in ( N\cup U ) $,",",0,2302.05954,arxiv2023,20, D in open parenthesis N union U close parenthesis ,1,"{'rouge1': Score(precision=0.4444444444444444, recall=0.8, fmeasure=0.5714285714285714), 'rouge2': Score(precision=0.125, recall=0.25, fmeasure=0.16666666666666666), 'rougeL': Score(precision=0.4444444444444444, recall=0.8, fmeasure=0.5714285714285714)}",0.16666666666666666,Bad
Next we show that if,$ R_1 > 1/2 $,", then",0,2306.01727,arxiv2023,13, R subscript 1 greater than 1 divided by 2 ,1,"{'rouge1': Score(precision=0.4444444444444444, recall=1.0, fmeasure=0.6153846153846153), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4444444444444444, recall=1.0, fmeasure=0.6153846153846153)}",0.0,Bad
:,$ \nabla ( f ) = \delta_ { A } ( f ) - \epsilon_ { A } ( f ) $,", also written as",0,2312.00673,arxiv2023,62, nabla open parenthesis f close parenthesis equals delta subscript open brace A close brace open parenthesis f close parenthesis minus epsilon subscript open brace A close brace open parenthesis f close parenthesis ,1,"{'rouge1': Score(precision=0.25, recall=1.0, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=1.0, fmeasure=0.4)}",0.0,Bad
n,"$ connected components , each of which corresponds to the interaction vertex $",,0,2303.13628,arxiv2023,78, connected components comma each of which corresponds to the interaction vertex ,1,"{'rouge1': Score(precision=0.9090909090909091, recall=1.0, fmeasure=0.9523809523809523), 'rouge2': Score(precision=0.8, recall=0.8888888888888888, fmeasure=0.8421052631578948), 'rougeL': Score(precision=0.9090909090909091, recall=1.0, fmeasure=0.9523809523809523)}",0.8421052631578948,Good
is a consequence of the choice,$ p_3^2 = 0 $,". To make this statement clear , we will compute the Ward identity . Contracting",0,2308.13398,arxiv2023,13, p subscript 3 to the power of 2 equals 0 ,1,"{'rouge1': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715)}",0.0,Bad
